Industry,Packaging_Material,Material_Type,Packaged_Item,Strength,Weight_Capacity_kg,Biodegradability_Score,CO2_Emission_Score,Recyclability_Percent,Packaging_Cost_INR,Strength_Encoded,CO2_Impact_Index,Cost_per_kg,Cost_Efficiency_Index,Material_Suitability_Score,Log_Packaging_Cost,Sustainability_Tier
Healthcare,Recycled Glass Jar,Recycled Glass,Cotton Swabs,High,23.81,37,52,95,7.77,3,42.5,0.3263,99.32,81.33,2.1713,Excellent
Electronics,Corrugated Cardboard,Cardboard,Solar Lamp,High,55.97,69,43,88,39.09,3,63.0,0.6984,98.545,85.536,3.6911,Excellent
Home Appliances,Corn Starch Foam,Bioplastic,Water Purifier,Low,3.13,85,25,71,48.83,1,80.0,15.6006,67.501,65.292,3.9086,Good
Automotive,Honeycomb Board,Cardboard,Engine Oil,High,40.02,70,35,90,1.04,3,67.5,0.026,99.946,87.736,0.7129,Excellent
Construction,Jute Sack,Natural Fiber,Cement Bags,High,25.87,85,23,91,16.09,3,81.0,0.622,98.704,91.726,2.8385,Excellent
Home Appliances,Wood Wool Cushioning,Natural Fiber,Induction Cooktop,Low,7.78,85,28,87,61.49,1,78.5,7.9036,83.536,72.851,4.135,Good
Textiles,Pineapple Fiber Bag,Natural Fiber,School Uniform,Medium,7.84,88,18,85,15.99,2,85.0,2.0395,95.751,84.021,2.8326,Excellent
Furniture,Molded Pulp,Paper,Outdoor Furniture,Medium,8.7,78,37,89,16.0,2,70.5,1.8391,96.169,80.776,2.8332,Excellent
Automotive,Recycled Cardboard Box,Recycled Cardboard,Coolant,High,39.6,69,39,91,45.66,3,65.0,1.153,97.598,86.65,3.8429,Excellent
Cosmetics,Cotton Bag,Natural Fiber,Lip Balm,Medium,8.98,90,22,86,28.3,2,84.0,3.1514,93.435,83.392,3.3776,Excellent
Healthcare,Glassine Paper,Paper,Cotton Swabs,Low,5.13,63,51,85,2.36,1,56.0,0.46,99.042,69.477,1.2119,Good
Textiles,Sbs Board,Cardboard,Linen Shirt,Medium,16.1,69,43,89,19.1,2,63.0,1.1863,97.529,78.866,3.0007,Excellent
Electronics,Molded Pulp,Paper,Memory Card,Medium,10.63,81,32,92,12.64,2,74.5,1.1891,97.523,83.064,2.613,Excellent
Furniture,Molded Pulp,Paper,Shoe Rack,Medium,9.97,80,33,95,21.46,2,73.5,2.1525,95.516,83.012,3.1117,Excellent
Construction,Corrugated Cardboard,Cardboard,Tile Cleaner,High,49.56,69,42,87,17.01,3,63.5,0.3432,99.285,85.621,2.8909,Excellent
Toys,Rpet Tray,Recycled Plastic,Badminton Set,Medium,8.67,13,74,75,5.29,2,19.5,0.6101,98.729,62.616,1.839,Good
Furniture,Recycled Cardboard Box,Recycled Cardboard,Bookshelf,High,44.02,69,37,90,18.67,3,66.0,0.4241,99.117,87.079,2.9791,Excellent
Home Appliances,Honeycomb Board,Cardboard,Food Processor,High,40.56,69,36,93,2.88,3,66.5,0.071,99.852,88.163,1.3558,Excellent
Electronics,Molded Pulp,Paper,Smart Plug,Medium,11.39,81,35,89,6.18,2,73.0,0.5426,98.87,82.201,1.9713,Excellent
Automotive,Honeycomb Board,Cardboard,Car Led Lights,High,35.82,74,40,90,56.76,3,67.0,1.5846,96.699,86.775,4.0563,Excellent
Cosmetics,Recycled Glass Jar,Recycled Glass,Toner,High,24.01,39,55,97,7.37,3,42.0,0.307,99.36,81.69,2.1247,Excellent
Automotive,Recycled Cardboard Box,Recycled Cardboard,Seat Covers,High,40.14,69,37,92,40.54,3,66.0,1.01,97.896,87.274,3.7267,Excellent
Textiles,Corrugated Cardboard,Cardboard,Salwar Kameez,High,56.2,69,41,88,18.92,3,64.0,0.3367,99.299,86.025,2.9917,Excellent
Automotive,Honeycomb Board,Cardboard,Tire Inflator,High,39.18,74,40,90,10.8,3,67.0,0.2757,99.426,87.456,2.4681,Excellent
Healthcare,Amber Glass Bottle,Glass,Vaccine,High,34.49,34,54,93,58.56,3,40.0,1.6979,96.463,79.366,4.087,Excellent
Healthcare,Glass Vial,Glass,Supplements,Medium,5.21,39,50,96,80.54,2,44.5,15.4587,67.797,67.633,4.4011,Good
Textiles,Cotton Bag,Natural Fiber,Sportswear,Medium,10.37,88,19,86,7.66,2,84.5,0.7387,98.461,84.799,2.1587,Excellent
Toys,Corrugated Cardboard,Cardboard,Clay Kit,High,52.96,70,43,92,56.44,3,63.5,1.0657,97.78,86.495,4.0507,Excellent
Construction,Aluminum Can,Metal,Sealant,High,9.41,19,71,96,7.88,3,24.0,0.8374,98.256,75.764,2.1838,Excellent
Toys,Rpet Tray,Recycled Plastic,Badminton Set,Medium,8.64,11,75,75,10.02,2,18.0,1.1597,97.584,61.879,2.3997,Good
Cosmetics,Duplex Board,Cardboard,Shampoo,Medium,20.52,68,44,88,55.94,2,62.0,2.7261,94.321,77.514,4.042,Excellent
Textiles,Recycled Kraft Paper,Paper,Underwear,Medium,13.51,69,37,89,1.86,2,66.0,0.1377,99.713,80.312,1.0508,Excellent
Food,Greaseproof Paper,Paper,Wine,Low,8.4,63,51,80,14.59,1,56.0,1.7369,96.382,67.562,2.7466,Good
Cosmetics,Hemp Fiber Bag,Natural Fiber,Lipstick,Medium,10.7,88,16,90,30.21,2,86.0,2.8234,94.118,85.163,3.4407,Excellent
Healthcare,Rpet Tray,Recycled Plastic,Blood Glucose Strips,Medium,9.04,13,75,79,3.84,2,19.0,0.4248,99.115,63.562,1.5769,Good
Healthcare,Aluminum Tube,Metal,Diagnostic Kits,Medium,4.73,21,68,90,12.85,2,26.5,2.7167,94.341,67.369,2.6283,Good
Toys,Bamboo Container,Natural Fiber,Chess Set,High,13.98,91,20,77,2.13,3,85.5,0.1524,99.683,89.821,1.141,Excellent
Healthcare,Kraft Paper,Paper,Nasal Spray,Medium,14.68,64,48,86,1.53,2,58.0,0.1042,99.783,77.179,0.9282,Excellent
Furniture,Jute Sack,Natural Fiber,Cabinet,High,27.55,89,23,90,72.56,3,83.0,2.6338,94.513,91.028,4.2981,Excellent
Healthcare,Recycled Cardboard Box,Recycled Cardboard,Capsules,High,47.61,69,40,89,25.75,3,64.5,0.5409,98.873,86.318,3.2865,Excellent
Automotive,Molded Pulp,Paper,Timing Belt,Medium,9.59,80,36,95,3.03,2,72.0,0.316,99.342,83.519,1.3938,Excellent
Textiles,Hemp Fiber Bag,Natural Fiber,Linen Shirt,Medium,13.78,94,17,89,12.49,2,88.5,0.9064,98.112,86.661,2.6019,Excellent
Cosmetics,Frosted Glass Bottle,Glass,Lip Balm,High,28.39,33,54,97,15.65,3,39.5,0.5513,98.852,80.813,2.8124,Excellent
Automotive,Steel Can,Metal,Car Led Lights,High,20.58,16,78,99,8.65,3,19.0,0.4203,99.124,75.231,2.267,Excellent
Toys,Pla Bioplastic,Bioplastic,Badminton Set,Medium,8.71,83,24,70,10.41,2,79.5,1.1952,97.51,79.061,2.4345,Excellent
Home Appliances,Corrugated Cardboard,Cardboard,Water Heater,High,45.24,73,38,87,22.52,3,67.5,0.4978,98.963,86.741,3.1579,Excellent
Home Appliances,Corrugated Cardboard,Cardboard,Water Purifier,High,55.35,67,43,87,3.74,3,62.0,0.0676,99.859,85.315,1.556,Excellent
Food,Steel Can,Metal,Beer,High,19.36,20,74,93,13.94,3,23.0,0.72,98.5,74.775,2.704,Good
Automotive,Aluminum Can,Metal,Radiator Cap,High,9.98,23,73,97,157.08,3,25.0,15.7395,67.212,68.553,5.0631,Good
Furniture,Kraft Paper,Paper,Cabinet,Medium,17.19,63,45,85,1.08,2,59.0,0.0628,99.869,77.251,0.7324,Excellent
Electronics,Honeycomb Board,Cardboard,Earphones,High,36.04,72,35,91,53.63,3,68.5,1.4881,96.9,87.525,4.0006,Excellent
Textiles,Jute Sack,Natural Fiber,Fabric Rolls,High,22.2,86,20,91,21.32,3,83.0,0.9604,97.999,92.15,3.1055,Excellent
Toys,Molded Pulp,Paper,Building Blocks,Medium,9.02,81,37,92,14.89,2,72.0,1.6508,96.561,82.074,2.7657,Excellent
Automotive,Recycled Cardboard Box,Recycled Cardboard,Brake Fluid,High,43.39,72,41,92,33.56,3,65.5,0.7735,98.389,87.247,3.5427,Excellent
Food,Pla Bioplastic,Bioplastic,Breakfast Cereal,Medium,7.72,87,22,70,4.87,2,82.5,0.6308,98.686,80.255,1.7699,Excellent
Food,Recycled Cardboard Box,Recycled Cardboard,Chocolate,High,41.29,72,41,89,12.13,3,65.5,0.2938,99.388,86.747,2.5749,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Football,High,44.98,70,37,91,7.78,3,66.5,0.173,99.64,87.61,2.1725,Excellent
Electronics,Wood Wool Cushioning,Natural Fiber,Mobile Phone,Low,8.26,86,23,86,38.9,1,81.5,4.7094,90.19,75.164,3.6864,Excellent
Automotive,Honeycomb Board,Cardboard,Exhaust Gasket,High,44.29,72,35,94,3.8,3,68.5,0.0858,99.821,89.005,1.5686,Excellent
Textiles,Jute Sack,Natural Fiber,Fabric Rolls,High,28.21,88,22,89,3.21,3,83.0,0.1138,99.763,92.091,1.4375,Excellent
Automotive,Molded Pulp,Paper,Radiator Cap,Medium,9.48,81,38,93,1.83,2,71.5,0.193,99.598,82.933,1.0403,Excellent
Cosmetics,Recycled Glass Jar,Recycled Glass,Micellar Water,High,18.71,39,54,94,76.13,3,42.5,4.0689,91.524,79.131,4.3455,Excellent
Home Appliances,Corn Starch Foam,Bioplastic,Air Purifier,Low,2.67,86,22,71,4.46,1,82.0,1.6704,96.52,73.147,1.6974,Good
Healthcare,Sbs Board,Cardboard,Blood Glucose Strips,Medium,16.26,67,45,87,30.47,2,61.0,1.8739,96.096,77.407,3.449,Excellent
Food,Rice Husk Tray,Agricultural Waste,Candy,Medium,6.62,87,22,83,4.77,2,82.5,0.7205,98.499,83.458,1.7527,Excellent
Automotive,Jute Sack,Natural Fiber,Wheel Bearing,High,24.23,87,24,87,19.82,3,81.5,0.818,98.296,90.774,3.0359,Excellent
Toys,Molded Pulp,Paper,Action Figures,Medium,9.81,80,35,93,9.99,2,72.5,1.0183,97.879,82.803,2.397,Excellent
Cosmetics,Amber Glass Bottle,Glass,Perfume,High,25.55,31,59,95,19.36,3,36.0,0.7577,98.422,79.155,3.0136,Excellent
Healthcare,Molded Pulp,Paper,Eye Drops,Medium,8.51,75,35,92,0.66,2,70.0,0.0776,99.838,82.293,0.5068,Excellent
Furniture,Recycled Cardboard Box,Recycled Cardboard,Bean Bag,High,49.33,74,37,94,1.65,3,68.5,0.0334,99.93,89.032,0.9746,Excellent
Home Appliances,Honeycomb Board,Cardboard,Induction Cooktop,High,38.84,70,39,94,2.88,3,65.5,0.0742,99.845,88.111,1.3558,Excellent
Healthcare,Recycled Glass Jar,Recycled Glass,Vitamins,High,21.71,35,53,99,40.99,3,41.0,1.8881,96.067,81.067,3.7374,Excellent
Automotive,Recycled Cardboard Box,Recycled Cardboard,Engine Oil,High,50.68,71,41,93,2.21,3,65.0,0.0436,99.909,87.727,1.1663,Excellent
Toys,Sbs Board,Cardboard,Building Blocks,Medium,19.16,68,44,87,4.02,2,62.0,0.2098,99.563,78.574,1.6134,Excellent
Healthcare,Molded Pulp,Paper,Vitamins,Medium,9.73,79,36,94,23.52,2,71.5,2.4173,94.964,82.024,3.1995,Excellent
Food,Bagasse Tray,Bagasse,Tomato Ketchup,Medium,5.68,93,18,87,18.62,2,87.5,3.2782,93.171,84.626,2.9765,Excellent
Healthcare,Recycled Cardboard Box,Recycled Cardboard,Vaccine,High,44.72,69,35,90,29.15,3,67.0,0.6518,98.642,87.26,3.4062,Excellent
Food,Beeswax Wrap,Natural Wax,Vinegar,Low,3.33,91,12,86,5.16,1,89.5,1.5495,96.772,79.21,1.8181,Excellent
Toys,Kraft Paper,Paper,Clay Kit,Medium,16.75,62,42,84,2.67,2,60.0,0.1594,99.668,77.25,1.3002,Excellent
Toys,Pla Bioplastic,Bioplastic,Frisbee,Medium,7.26,86,23,69,20.03,2,81.5,2.759,94.253,78.597,3.0459,Excellent
Electronics,Corrugated Cardboard,Cardboard,Solar Lamp,High,45.74,72,39,87,7.85,3,66.5,0.1716,99.643,86.611,2.1804,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Paint,High,46.46,69,35,92,15.98,3,67.0,0.344,99.283,87.921,2.832,Excellent
Food,Beeswax Wrap,Natural Wax,Pickles,Low,3.4,96,13,86,51.43,1,91.5,15.1265,68.489,72.739,3.9595,Good
Home Appliances,Corrugated Cardboard,Cardboard,Iron Box,High,49.46,70,39,93,10.04,3,65.5,0.203,99.577,87.794,2.4015,Excellent
Electronics,Corrugated Cardboard,Cardboard,Keyboard,High,56.79,67,42,93,7.23,3,62.5,0.1273,99.735,86.934,2.1078,Excellent
Food,Recycled Glass Jar,Recycled Glass,Cake,High,24.31,39,53,93,15.08,3,43.0,0.6203,98.708,80.827,2.7776,Excellent
Toys,Kraft Paper,Paper,Paint Set,Medium,15.47,62,47,88,3.75,2,57.5,0.2424,99.495,77.457,1.5581,Excellent
Construction,Corrugated Cardboard,Cardboard,Caulk,High,50.21,73,38,87,25.95,3,67.5,0.5168,98.923,86.731,3.294,Excellent
Automotive,Steel Can,Metal,Car Wax,High,21.91,17,78,93,14.06,3,19.5,0.6417,98.663,73.766,2.712,Good
Construction,Jute Sack,Natural Fiber,Plaster Of Paris,High,26.0,88,21,91,2.71,3,83.5,0.1042,99.783,92.746,1.311,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Epoxy Filler,High,39.81,72,36,93,2.2,3,68.0,0.0553,99.885,88.621,1.1632,Excellent
Food,Areca Nut Leaf Box,Natural Fiber,Beer,Medium,4.34,94,15,95,78.33,2,89.5,18.0484,62.402,79.534,4.3736,Excellent
Construction,Jute Sack,Natural Fiber,Plaster Of Paris,High,23.36,89,20,85,25.1,3,84.5,1.0745,97.762,91.04,3.2619,Excellent
Home Appliances,Molded Pulp,Paper,Microwave,Medium,10.58,79,38,89,5.42,2,70.5,0.5123,98.933,81.467,1.8594,Excellent
Automotive,Aluminum Can,Metal,Brake Fluid,High,9.33,18,70,97,96.74,3,24.0,10.3687,78.4,71.05,4.5823,Good
Home Appliances,Wood Wool Cushioning,Natural Fiber,Stand Mixer,Low,7.64,88,23,90,38.76,1,82.5,5.0733,89.431,76.274,3.6829,Excellent
Textiles,Hemp Fiber Bag,Natural Fiber,Jacket,Medium,10.86,91,17,84,7.3,2,87.0,0.6722,98.6,85.083,2.1163,Excellent
Electronics,Molded Pulp,Paper,Laptop,Medium,8.74,81,37,93,0.96,2,72.0,0.1098,99.771,83.126,0.6729,Excellent
Cosmetics,Hemp Fiber Bag,Natural Fiber,Face Serum,Medium,11.91,91,18,89,35.24,2,86.5,2.9589,93.836,84.992,3.5902,Excellent
Healthcare,Pha Bioplastic,Bioplastic,Capsules,Medium,6.22,91,20,72,30.87,2,85.5,4.963,89.661,79.399,3.4617,Excellent
Automotive,Jute Sack,Natural Fiber,Coolant,High,24.55,91,25,86,15.3,3,83.0,0.6232,98.702,91.076,2.7912,Excellent
Cosmetics,Bamboo Container,Natural Fiber,Moisturizer,High,15.22,91,21,80,20.13,3,85.0,1.3226,97.245,89.811,3.0507,Excellent
Home Appliances,Recycled Cardboard Box,Recycled Cardboard,Mixer Grinder,High,44.05,75,41,93,21.39,3,67.0,0.4856,98.988,88.097,3.1086,Excellent
Construction,Hemp Fiber Bag,Natural Fiber,Rust Remover,Medium,11.32,89,21,90,9.88,2,84.0,0.8728,98.182,85.579,2.3869,Excellent
Cosmetics,Bamboo Container,Natural Fiber,Conditioner,High,16.75,92,17,78,4.49,3,87.5,0.2681,99.442,90.61,1.7029,Excellent
Furniture,Honeycomb Board,Cardboard,Sofa,High,42.68,71,40,94,43.25,3,65.5,1.0134,97.889,87.622,3.7899,Excellent
Healthcare,Rpet Tray,Recycled Plastic,Vaccine,Medium,9.24,10,73,78,19.36,2,18.5,2.0952,95.635,62.292,3.0136,Good
Construction,Steel Can,Metal,Tile Cleaner,High,19.96,19,75,99,33.88,3,22.0,1.6974,96.464,75.466,3.5519,Excellent
Cosmetics,Glass Jar,Glass,Compact Powder,High,27.63,38,53,94,139.47,3,42.5,5.0478,89.485,78.621,4.945,Excellent
Electronics,Molded Pulp,Paper,Smart Watch,Medium,10.4,77,32,95,14.77,2,72.5,1.4202,97.041,83.094,2.7581,Excellent
Food,Sugarcane Bottle,Bioplastic,Beer,Medium,6.85,89,25,78,10.8,2,82.0,1.5766,96.716,81.612,2.4681,Excellent
Textiles,Pineapple Fiber Bag,Natural Fiber,Kurta,Medium,8.65,88,20,89,9.81,2,84.0,1.1341,97.637,85.193,2.3805,Excellent
Healthcare,Molded Pulp,Paper,Eye Drops,Medium,8.8,77,33,92,4.03,2,72.0,0.458,99.046,82.695,1.6154,Excellent
Construction,Recycled Cardboard Box,Recycled Cardboard,Gypsum Powder,High,46.86,69,36,93,1.8,3,66.5,0.0384,99.92,88.18,1.0296,Excellent
Automotive,Tin Container,Metal,Wheel Bearing,High,14.01,17,71,95,9.1,3,23.0,0.6495,98.647,75.312,2.3125,Excellent
Healthcare,Kraft Paper,Paper,Bandages,Medium,13.35,65,42,87,14.89,2,61.5,1.1154,97.676,77.952,2.7657,Excellent
Toys,Sbs Board,Cardboard,Card Game,Medium,15.73,67,44,89,11.49,2,61.5,0.7305,98.478,78.653,2.5249,Excellent
Textiles,Hemp Fiber Bag,Natural Fiber,Saree,Medium,12.2,92,20,88,11.3,2,86.0,0.9262,98.071,85.651,2.5096,Excellent
Cosmetics,Cotton Bag,Natural Fiber,Bath Salts,Medium,10.07,87,19,88,15.53,2,84.0,1.5422,96.787,84.73,2.8052,Excellent
Healthcare,Pha Bioplastic,Bioplastic,Nasal Spray,Medium,8.0,86,23,69,66.53,2,81.5,8.3162,82.676,75.702,4.2126,Excellent
Automotive,Jute Sack,Natural Fiber,Engine Oil,High,21.71,89,25,91,22.22,3,82.0,1.0235,97.868,91.817,3.145,Excellent
Electronics,Molded Pulp,Paper,Cctv Camera,Medium,9.25,76,35,94,3.6,2,70.5,0.3892,99.189,82.781,1.5261,Excellent
Automotive,Jute Sack,Natural Fiber,Spark Plugs,High,21.78,91,25,86,35.9,3,83.0,1.6483,96.566,90.542,3.6082,Excellent
Furniture,Jute Sack,Natural Fiber,Shoe Rack,High,25.67,91,23,87,2.86,3,84.0,0.1114,99.768,91.892,1.3507,Excellent
Electronics,Rice Husk Tray,Agricultural Waste,Electric Toothbrush,Medium,6.69,93,20,84,19.08,2,86.5,2.852,94.059,83.798,2.9997,Excellent
Construction,Aluminum Can,Metal,Concrete Hardener,High,9.04,22,69,100,7.49,3,26.5,0.8285,98.274,77.518,2.1389,Excellent
Electronics,Hemp Fiber Bag,Natural Fiber,Power Bank,Medium,11.3,93,20,84,4.41,2,86.5,0.3903,99.187,85.08,1.6882,Excellent
Electronics,Corn Starch Foam,Bioplastic,Earphones,Low,3.02,84,22,74,7.42,1,81.0,2.457,94.882,73.187,2.1306,Good
Cosmetics,Cork Packaging,Natural Material,Hair Oil,Medium,11.03,89,23,83,4.07,2,83.0,0.369,99.231,83.791,1.6233,Excellent
Construction,Steel Can,Metal,Cement Bags,High,20.39,19,72,99,9.75,3,23.5,0.4782,99.004,76.551,2.3749,Excellent
Construction,Steel Can,Metal,Wood Polish,High,20.6,18,75,93,30.42,3,21.5,1.4767,96.924,73.931,3.4474,Good
Toys,Rpet Tray,Recycled Plastic,Jigsaw Puzzle,Medium,8.57,10,71,77,4.74,2,19.5,0.5531,98.848,63.145,1.7475,Good
Healthcare,Pha Bioplastic,Bioplastic,Cotton Swabs,Medium,6.98,89,21,69,41.52,2,84.0,5.9484,87.609,77.686,3.75,Excellent
Automotive,Steel Can,Metal,Engine Oil,High,20.13,15,75,98,54.6,3,20.0,2.7124,94.35,74.088,4.0182,Good
Healthcare,Rpet Tray,Recycled Plastic,Capsules,Medium,11.41,10,71,78,27.76,2,19.5,2.433,94.932,62.416,3.359,Good
Furniture,Corrugated Cardboard,Cardboard,Rocking Chair,High,56.81,73,38,88,23.32,3,67.5,0.4105,99.145,87.036,3.1913,Excellent
Cosmetics,Hemp Fiber Bag,Natural Fiber,Body Butter,Medium,12.38,91,17,88,3.84,2,87.0,0.3102,99.354,86.272,1.5769,Excellent
Furniture,Recycled Cardboard Box,Recycled Cardboard,Shoe Rack,High,40.74,74,39,89,4.61,3,67.5,0.1132,99.764,87.441,1.7246,Excellent
Automotive,Molded Pulp,Paper,Exhaust Gasket,Medium,9.15,75,35,94,0.9,2,70.0,0.0984,99.795,82.782,0.6419,Excellent
Healthcare,Pha Bioplastic,Bioplastic,Blood Glucose Strips,Medium,6.4,87,20,75,37.52,2,83.5,5.8625,87.787,79.08,3.6512,Excellent
Automotive,Kraft Paper,Paper,Fuel Injector,Medium,15.64,63,46,87,14.09,2,58.5,0.9009,98.123,77.164,2.714,Excellent
Cosmetics,Rpet Tray,Recycled Plastic,Kajal,Medium,10.69,13,75,77,59.58,2,19.0,5.5734,88.39,60.381,4.104,Good
Textiles,Corrugated Cardboard,Cardboard,Kurta,High,46.56,69,39,87,4.49,3,65.0,0.0964,99.799,86.2,1.7029,Excellent
Food,Pla Bioplastic,Bioplastic,Baby Food,Medium,7.21,88,24,72,86.77,2,82.0,12.0347,74.93,74.666,4.4747,Good
Electronics,Rice Husk Tray,Agricultural Waste,Keyboard,Medium,5.83,88,23,84,20.6,2,82.5,3.5334,92.639,82.243,3.0727,Excellent
Construction,Corrugated Cardboard,Cardboard,Bonding Agent,High,43.99,67,38,92,9.14,3,64.5,0.2078,99.567,87.242,2.3165,Excellent
Electronics,Recycled Cardboard Box,Recycled Cardboard,Led Bulb,High,47.88,71,35,94,39.56,3,68.0,0.8262,98.279,88.47,3.7028,Excellent
Automotive,Aluminum Can,Metal,Wheel Bearing,High,9.97,19,70,98,67.08,3,24.5,6.7282,85.984,73.346,4.2207,Good
Toys,Sbs Board,Cardboard,Badminton Set,Medium,16.14,69,46,86,16.67,2,61.5,1.0328,97.849,77.746,2.8719,Excellent
Automotive,Recycled Cardboard Box,Recycled Cardboard,Oil Filter,High,47.21,70,39,92,6.32,3,65.5,0.1339,99.721,87.58,1.9906,Excellent
Cosmetics,Frosted Glass Bottle,Glass,Deodorant,High,28.68,36,57,94,78.87,3,39.5,2.75,94.271,78.918,4.3804,Excellent
Home Appliances,Molded Pulp,Paper,Sandwich Maker,Medium,9.19,80,37,95,4.9,2,71.5,0.5332,98.889,83.256,1.775,Excellent
Furniture,Kraft Paper,Paper,Bed Frame,Medium,15.23,66,45,87,3.16,2,60.5,0.2075,99.568,78.125,1.4255,Excellent
Toys,Pla Bioplastic,Bioplastic,Clay Kit,Medium,8.6,82,25,69,6.77,2,78.5,0.7872,98.36,78.723,2.0503,Excellent
Home Appliances,Honeycomb Board,Cardboard,Table Fan,High,36.38,69,38,93,3.64,3,65.5,0.1001,99.791,87.848,1.5347,Excellent
Toys,Kraft Paper,Paper,Clay Kit,Medium,16.63,68,44,87,13.58,2,62.0,0.8166,98.299,78.258,2.6797,Excellent
Furniture,Honeycomb Board,Cardboard,Study Table,High,44.0,71,35,94,23.06,3,68.0,0.5241,98.908,88.627,3.1806,Excellent
Food,Glassine Paper,Paper,Mineral Water,Low,5.54,61,49,86,4.14,1,56.0,0.7473,98.443,69.577,1.6371,Good
Electronics,Corrugated Cardboard,Cardboard,Led Strip,High,44.84,71,37,87,21.39,3,67.0,0.477,99.006,86.601,3.1086,Excellent
Construction,Kraft Paper,Paper,Putty,Medium,16.45,66,43,88,28.05,2,61.5,1.7052,96.448,77.895,3.369,Excellent
Construction,Steel Can,Metal,Primer,High,18.58,20,74,95,32.39,3,23.0,1.7433,96.368,74.742,3.5083,Good
Food,Recycled Kraft Paper,Paper,Baby Food,Medium,13.97,73,36,88,1.85,2,68.5,0.1324,99.724,80.814,1.0473,Excellent
Home Appliances,Molded Pulp,Paper,Ceiling Fan,Medium,11.25,79,38,91,28.43,2,70.5,2.5271,94.736,80.917,3.382,Excellent
Healthcare,Aluminum Tube,Metal,Vitamins,Medium,4.96,21,70,93,87.28,2,25.5,17.5968,63.343,60.069,4.4805,Good
Toys,Rpet Tray,Recycled Plastic,Paint Set,Medium,11.33,11,70,75,58.74,2,20.5,5.1845,89.2,60.533,4.09,Good
Toys,Corrugated Cardboard,Cardboard,Bamboo Toys,High,45.35,68,42,88,1.29,3,63.0,0.0284,99.941,85.885,0.8286,Excellent
Home Appliances,Wheat Straw Pulp Box,Agricultural Waste,Stand Mixer,Medium,7.61,92,24,86,21.68,2,84.0,2.8489,94.065,83.55,3.1215,Excellent
Healthcare,Amber Glass Bottle,Glass,Pain Relief Gel,High,31.48,35,58,93,113.15,3,38.5,3.5943,92.512,77.928,4.7375,Excellent
Toys,Recycled Cardboard Box,Recycled Cardboard,Basket Ball,High,51.13,75,41,94,1.66,3,67.0,0.0325,99.932,88.583,0.9783,Excellent
Electronics,Wood Wool Cushioning,Natural Fiber,Keyboard,Low,6.83,85,25,91,6.96,1,80.0,1.019,97.877,77.886,2.0744,Excellent
Home Appliances,Honeycomb Board,Cardboard,Water Purifier,High,40.29,70,41,93,1.85,3,64.5,0.0459,99.904,87.576,1.0473,Excellent
Automotive,Honeycomb Board,Cardboard,Timing Belt,High,35.76,70,40,90,2.56,3,65.0,0.0716,99.851,86.963,1.2698,Excellent
Cosmetics,Hemp Fiber Bag,Natural Fiber,Perfume,Medium,13.45,92,21,90,2.07,2,85.5,0.1539,99.679,86.403,1.1217,Excellent
Furniture,Kraft Paper,Paper,Office Chair,Medium,13.48,67,44,83,1.18,2,61.5,0.0875,99.818,77.488,0.7793,Excellent
Healthcare,Glass Vial,Glass,Syrups,Medium,4.77,43,54,97,11.17,2,44.5,2.3417,95.122,74.714,2.499,Good
Healthcare,Pha Bioplastic,Bioplastic,Bandages,Medium,6.26,85,23,71,14.49,2,81.0,2.3147,95.178,79.178,2.7402,Excellent
Furniture,Jute Sack,Natural Fiber,Storage Ottoman,High,24.01,86,23,86,5.28,3,81.5,0.2199,99.542,90.836,1.8374,Excellent
Toys,Corrugated Cardboard,Cardboard,Cricket Bat,High,51.69,67,40,90,1.01,3,63.5,0.0195,99.959,86.54,0.6981,Excellent
Automotive,Honeycomb Board,Cardboard,Touch Up Paint,High,45.67,75,41,93,24.59,3,67.0,0.5384,98.878,88.069,3.2422,Excellent
Healthcare,Glassine Paper,Paper,Surgical Gloves,Low,6.29,63,51,83,14.88,1,56.0,2.3657,95.072,67.985,2.7651,Good
Toys,Sbs Board,Cardboard,Dolls,Medium,15.55,65,45,86,5.24,2,60.0,0.337,99.298,77.658,1.831,Excellent
Textiles,Sbs Board,Cardboard,Pillow Covers,Medium,15.45,63,42,90,39.59,2,60.5,2.5625,94.662,77.649,3.7035,Excellent
Construction,Hemp Fiber Bag,Natural Fiber,Plaster Of Paris,Medium,12.29,88,21,88,3.1,2,83.5,0.2522,99.475,85.252,1.411,Excellent
Furniture,Corrugated Cardboard,Cardboard,Dining Table,High,42.63,72,42,89,3.74,3,65.0,0.0877,99.817,86.704,1.556,Excellent
Healthcare,Molded Pulp,Paper,Digestive Enzymes,Medium,9.82,75,33,92,13.21,2,71.0,1.3452,97.198,81.933,2.6539,Excellent
Cosmetics,Recycled Cardboard Box,Recycled Cardboard,Conditioner,High,46.89,69,39,90,4.22,3,65.0,0.09,99.813,86.953,1.6525,Excellent
Textiles,Jute Sack,Natural Fiber,Silk Dupatta,High,24.08,88,19,88,32.26,3,84.5,1.3397,97.209,91.652,3.5044,Excellent
Healthcare,Kraft Paper,Paper,Face Masks,Medium,14.02,64,48,88,0.78,2,58.0,0.0556,99.884,77.704,0.5766,Excellent
